frame,x1,y1,x2,y2
213,947.187255859375,736.9011840820312,992.8513793945312,813.3477172851562
214,945.9750366210938,736.6964721679688,989.4713745117188,811.8283081054688
215,943.9683837890625,736.2478637695312,986.7213134765625,810.9647827148438
216,942.6328125,735.9310913085938,983.9705200195312,810.9259643554688
217,941.2326049804688,736.0389404296875,981.2352905273438,811.7532348632812
218,937.792236328125,736.159423828125,981.243896484375,811.6195678710938
219,936.0012817382812,734.86083984375,979.9539184570312,812.2415771484375
220,932.7095947265625,734.595458984375,970.9209594726562,812.6102905273438
221,929.9603271484375,734.9685668945312,968.4452514648438,813.8775024414062
222,925.758544921875,736.75830078125,964.995849609375,813.6210327148438
223,918.9114990234375,736.4463500976562,962.5111083984375,814.6788940429688
224,916.2626953125,737.67138671875,960.8155517578125,814.7732543945312
225,912.6217041015625,740.0032958984375,959.1332397460938,815.5117797851562
226,913.1206665039062,740.77001953125,958.4608764648438,814.8409423828125
227,913.193115234375,741.177001953125,957.674560546875,815.0712280273438
228,909.35888671875,740.7685546875,957.0111694335938,815.2494506835938
229,907.865478515625,740.8357543945312,956.0947265625,814.0043334960938
230,905.5994873046875,740.0205688476562,955.7247924804688,814.3855590820312
231,898.7947998046875,739.1609497070312,954.9992065429688,814.1276245117188
232,897.27197265625,739.4095458984375,953.8017578125,814.2015380859375
233,896.182861328125,739.72412109375,950.7202758789062,814.099365234375
234,896.8145141601562,739.6272583007812,947.3534545898438,813.9365844726562
235,894.412841796875,739.3335571289062,945.9235229492188,813.9428100585938
236,893.3419189453125,738.7915649414062,944.4393310546875,813.4821166992188
237,892.2866821289062,738.4729614257812,943.2727661132812,814.0328979492188
238,891.3701171875,738.2003173828125,939.5147705078125,814.4016723632812
239,889.2452392578125,737.4393310546875,939.4353637695312,814.115478515625
240,889.2308959960938,738.17578125,940.0411987304688,815.2556762695312
241,889.3844604492188,738.3841552734375,939.7216186523438,815.5003051757812
242,889.2125244140625,738.2774658203125,938.791259765625,815.5162963867188
243,888.8538208007812,737.9857177734375,937.9579467773438,815.7374267578125
244,889.2869262695312,738.2221069335938,938.4723510742188,816.1891479492188
245,890.0169677734375,738.5712890625,938.688232421875,816.0750732421875
246,889.7728271484375,738.3878173828125,938.477783203125,816.2017822265625
247,890.1895751953125,738.5784301757812,937.9713134765625,816.9981079101562
248,890.227294921875,738.8981323242188,937.9705810546875,816.6286010742188
249,889.9561767578125,739.0039672851562,938.2020874023438,817.0263061523438
250,890.5354614257812,739.3192749023438,938.7258911132812,816.6264038085938
251,890.9415893554688,739.1312255859375,938.4948120117188,816.589599609375
252,890.5830688476562,739.3755493164062,938.6965942382812,816.8745727539062
253,890.309326171875,739.5891723632812,938.96923828125,816.0225219726562
254,891.2391357421875,740.3399047851562,937.5668334960938,815.7907104492188
255,891.0628051757812,740.8753051757812,936.2243041992188,815.5083618164062
256,891.7029418945312,740.8189697265625,935.1088256835938,815.23486328125
257,891.5850219726562,740.611328125,932.9961547851562,815.3641357421875
258,890.7982788085938,740.4564208984375,930.2615356445312,815.1954956054688
259,890.651611328125,739.6543579101562,928.1609497070312,814.7202758789062
260,891.1134033203125,739.8847045898438,925.566162109375,815.4559936523438
261,890.1412353515625,739.8296508789062,924.3524780273438,814.7630004882812
262,889.5748291015625,739.7420654296875,923.8292846679688,814.989990234375
263,889.5641479492188,739.005615234375,923.1376342773438,814.5970458984375
264,889.3211059570312,738.302490234375,923.1018676757812,813.9296264648438
265,888.5656127929688,738.8480224609375,922.3500366210938,814.362548828125
266,886.7348022460938,739.30224609375,921.6918334960938,814.7354736328125
267,885.0294799804688,740.22216796875,920.0000610351562,815.0159912109375
268,882.9246826171875,739.4620971679688,919.50732421875,814.6283569335938
269,880.6622314453125,738.6708984375,917.7147216796875,813.615966796875
270,879.3892822265625,738.3696899414062,915.8404541015625,813.2561645507812
271,877.330322265625,737.810546875,912.7747802734375,813.1655883789062
272,877.5897216796875,738.047607421875,909.9100341796875,812.9767456054688
273,875.5299682617188,737.7529907226562,907.4078979492188,812.4094848632812
274,873.0289306640625,738.3201904296875,904.3079223632812,814.3314819335938
275,869.31005859375,738.5228271484375,903.0294799804688,815.2511596679688
276,867.030029296875,738.0609741210938,900.59765625,816.2085571289062
277,864.0869140625,738.8104248046875,899.1690063476562,816.9526977539062
278,860.4417114257812,738.2882080078125,897.3576049804688,816.42626953125
279,858.3088989257812,738.8631591796875,897.3235473632812,815.5387573242188
280,856.3062744140625,738.8867797851562,896.5579833984375,816.9105834960938
281,855.5953369140625,739.3531494140625,895.9186401367188,816.879638671875
282,852.8838500976562,739.5709228515625,895.7210083007812,817.5238647460938
283,851.5037841796875,741.1499633789062,892.7206420898438,816.7890014648438
284,850.514892578125,741.3153076171875,888.4900512695312,816.873779296875
285,848.9791259765625,740.3822021484375,885.0721435546875,818.8714599609375
286,847.8433227539062,740.6180419921875,882.8882446289062,818.9771118164062
287,846.439697265625,741.2188110351562,879.997802734375,819.6161499023438
288,844.8682861328125,741.246826171875,878.4686889648438,819.52734375
289,842.75537109375,742.5029296875,875.9857177734375,819.5548095703125
290,839.7997436523438,742.5302124023438,873.9756469726562,818.3369750976562
291,836.4468383789062,742.6620483398438,872.3486938476562,818.4204711914062
292,834.4019165039062,742.7265014648438,870.3799438476562,819.0942993164062
293,829.7750244140625,743.770751953125,870.052734375,821.150390625
294,829.2366943359375,744.318603515625,867.8961181640625,819.6910400390625
295,828.6832275390625,744.5714721679688,862.9860229492188,821.4537963867188
296,827.6259765625,744.8541259765625,859.6784057617188,821.4363403320312
297,826.8202514648438,745.4859008789062,858.5216674804688,818.9653930664062
298,825.4204711914062,744.7535400390625,856.7728881835938,819.0809936523438
299,823.0628662109375,744.2783203125,856.3655395507812,821.7242431640625
300,821.625244140625,744.756591796875,854.8843383789062,821.3523559570312
301,817.7700805664062,743.8610229492188,853.7990112304688,821.8983764648438
302,812.476318359375,744.1144409179688,853.484619140625,823.3262329101562
303,811.0946044921875,745.2510986328125,851.2763671875,824.7175903320312
304,810.693359375,746.130126953125,848.9464721679688,824.7764892578125
305,810.6637573242188,747.633056640625,848.9097290039062,824.906494140625
306,809.6954956054688,747.9554443359375,848.2820434570312,824.6220703125
307,807.8565673828125,747.6835327148438,847.2930908203125,824.2274780273438
308,806.6741333007812,747.7322387695312,846.2787475585938,824.7463989257812
309,803.9254760742188,746.6102294921875,845.7680053710938,824.974609375
310,803.1644897460938,746.5616455078125,845.2117309570312,823.9932861328125
311,802.3831787109375,747.1309814453125,845.7513427734375,824.427490234375
312,799.9388427734375,747.98291015625,845.4194946289062,823.729248046875
313,802.10302734375,748.4511108398438,844.9308471679688,822.8263549804688
314,804.1690063476562,750.0272827148438,846.6480102539062,822.7776489257812
315,804.1455688476562,750.1736450195312,845.1817016601562,823.8281860351562
316,801.866455078125,749.422119140625,847.842041015625,823.565185546875
317,801.3155517578125,748.3798828125,847.8289184570312,823.4923095703125
318,801.1920776367188,748.0341796875,849.0298461914062,821.5250244140625
319,801.671630859375,746.0782470703125,850.5194091796875,819.6595458984375
320,807.0445556640625,746.4638671875,849.1976318359375,818.21923828125
321,807.44970703125,745.094482421875,850.220947265625,816.8436279296875
322,807.0780029296875,745.3217163085938,850.76220703125,815.3884887695312
323,804.7167358398438,744.6396484375,852.7335815429688,815.6981201171875
324,802.0903930664062,743.6927490234375,856.2474975585938,814.4595336914062
325,802.8513793945312,744.08349609375,860.8709106445312,813.52734375
326,809.15185546875,745.8341674804688,860.2529296875,811.6148071289062
327,816.8344116210938,746.0628662109375,863.1798706054688,809.6751708984375
328,825.8093872070312,744.4260864257812,865.0990600585938,810.8505249023438
329,826.8685302734375,741.6748046875,866.4469604492188,811.2653198242188
330,824.4497680664062,738.9761352539062,870.9417114257812,810.6198120117188
331,824.2274780273438,735.0939331054688,873.4817504882812,806.8005981445312
332,826.2696533203125,733.8076171875,875.252197265625,800.751708984375
333,830.3472900390625,732.2655639648438,875.9454956054688,799.1228637695312
334,839.4232788085938,732.0596923828125,876.8764038085938,797.6180419921875
335,848.1179809570312,730.5244140625,878.0604858398438,797.8982543945312
336,846.8807373046875,726.6246337890625,880.368896484375,797.9361572265625
337,841.1173095703125,726.4847412109375,883.447998046875,796.0076904296875
338,841.1781005859375,723.3931274414062,885.473876953125,793.7188110351562
339,841.4344482421875,721.4752197265625,892.046630859375,791.4231567382812
340,843.54638671875,719.1680297851562,893.3486938476562,786.2560424804688
341,850.6708374023438,718.58984375,893.6914672851562,785.2843627929688
342,859.3095703125,716.7850341796875,894.6016845703125,787.9083862304688
343,866.170166015625,716.1857299804688,898.0869140625,787.6719360351562
344,864.3763427734375,713.561279296875,898.7263793945312,787.7471923828125
345,862.2910766601562,711.120361328125,900.6227416992188,788.9201049804688
346,860.9720458984375,708.06396484375,901.7820434570312,783.9007568359375
347,862.064208984375,706.6031494140625,903.6778564453125,776.6686401367188
348,865.541015625,706.3011474609375,905.6290283203125,774.144287109375
349,870.59716796875,705.4217529296875,904.6983642578125,773.3543090820312
350,875.8070678710938,704.8020629882812,904.3074340820312,774.2481079101562
351,875.3637084960938,703.0594482421875,904.8506469726562,774.9869995117188
352,871.9686279296875,700.52783203125,905.5199584960938,776.5398559570312
353,868.292724609375,697.2940673828125,909.0327758789062,770.0914916992188
354,867.357421875,695.54736328125,913.9896240234375,767.9393920898438
355,867.4711303710938,694.372802734375,917.9349975585938,763.9312744140625
356,869.1417236328125,694.9676513671875,916.2022094726562,763.9671020507812
357,874.2888793945312,694.7386474609375,913.6188354492188,764.4619140625
358,878.6790161132812,693.49755859375,914.5197143554688,767.2474975585938
359,879.069091796875,690.521240234375,915.1397705078125,766.3908081054688
360,876.5601196289062,687.1851806640625,914.8156127929688,764.466064453125
361,875.7989501953125,685.1470336914062,914.4680786132812,762.7020874023438
362,874.591552734375,684.2274780273438,916.4564208984375,758.0325317382812
363,874.3024291992188,682.311279296875,912.6384887695312,752.7874755859375
364,877.1220703125,682.4600830078125,914.401611328125,751.1563720703125
365,879.3153076171875,682.4810791015625,914.4647827148438,752.1067504882812
366,881.7645263671875,682.6074829101562,914.2188720703125,754.0578002929688
367,879.234619140625,681.37841796875,912.195068359375,756.9330444335938
368,875.9307861328125,679.0140380859375,911.99853515625,755.2542114257812
369,874.213623046875,676.5064697265625,913.4205322265625,754.0503540039062
370,872.6105346679688,674.828125,914.9935913085938,748.0547485351562
371,871.8756103515625,675.3612060546875,915.9732666015625,744.5982055664062
372,875.7599487304688,674.5206298828125,916.3203735351562,741.087890625
373,880.3509521484375,674.958984375,916.6862182617188,745.2625122070312
374,887.2181396484375,673.971923828125,917.85791015625,745.5064086914062
375,887.0722045898438,672.5047607421875,923.0773315429688,746.4758911132812
376,882.8726806640625,670.9515991210938,923.304931640625,746.3408813476562
377,881.270751953125,668.9912109375,923.1021118164062,742.4170532226562
378,879.7928466796875,669.36962890625,924.183837890625,738.3331909179688
379,878.8956298828125,666.8567504882812,932.560546875,738.2814331054688
380,879.7734375,666.4415283203125,932.996337890625,739.68310546875
381,883.2006225585938,667.22021484375,931.8726196289062,737.6986083984375
382,892.065673828125,667.9813232421875,929.2269287109375,741.5404663085938
383,896.0220947265625,664.8634033203125,927.4783325195312,741.0576782226562
384,895.179931640625,663.5606689453125,926.2194213867188,740.094970703125
385,897.298828125,663.0738525390625,928.0224609375,740.693359375
386,895.7561645507812,662.0736694335938,931.0614624023438,738.6015014648438
387,893.5526733398438,660.93994140625,938.9038696289062,738.17236328125
388,893.6903686523438,661.3495483398438,943.7938842773438,736.4634399414062
389,896.820068359375,662.2327880859375,942.7192993164062,735.1783447265625
390,897.0364990234375,662.27880859375,939.7286376953125,736.5527954101562
391,896.5563354492188,661.5350341796875,933.1250610351562,737.1976928710938
392,895.8832397460938,659.739990234375,929.5523071289062,736.3110961914062
393,893.2286376953125,658.4193115234375,928.5494995117188,732.7211303710938
394,888.6905517578125,658.173095703125,930.66015625,735.8795776367188
395,888.49609375,658.569580078125,927.3173828125,733.9964599609375
396,885.93798828125,659.220947265625,926.4348754882812,731.6171875
397,883.1632690429688,659.34765625,925.4606323242188,728.916748046875
398,882.8023681640625,658.7490234375,925.9852294921875,728.080078125
399,880.5455932617188,655.538330078125,923.7881469726562,726.9761962890625
400,877.8817749023438,655.48779296875,922.8803100585938,727.6534423828125
401,876.114990234375,654.142333984375,918.2999267578125,726.51806640625
402,872.9013061523438,653.5865478515625,914.0883178710938,727.5313110351562
403,870.2498779296875,653.4739990234375,910.4743041992188,726.8449096679688
404,864.5117797851562,652.40380859375,903.3663940429688,727.0575561523438
405,859.5048828125,651.1827392578125,897.6290893554688,726.81884765625
406,854.82275390625,651.0245971679688,892.5032958984375,728.2398071289062
407,849.686279296875,650.816162109375,886.318359375,728.10986328125
408,843.90673828125,649.4833984375,882.8682861328125,728.3049926757812
409,838.0264892578125,649.7139892578125,880.4080810546875,728.4074096679688
410,834.2817993164062,648.8215942382812,875.5252075195312,730.9413452148438
411,830.3331298828125,649.082275390625,873.6910400390625,732.4716186523438
412,827.1988525390625,649.7222900390625,870.1065063476562,732.6802978515625
413,824.7625122070312,649.8857421875,866.7599487304688,732.5120239257812
414,823.58447265625,649.51318359375,863.7539672851562,733.2994995117188
415,821.3770751953125,648.8139038085938,861.6904907226562,732.5728149414062
416,818.8949584960938,649.335205078125,860.7323608398438,731.0839233398438
417,818.8705444335938,649.3656005859375,859.5569458007812,730.2429809570312
418,818.0839233398438,650.3265991210938,859.6657104492188,730.9724731445312
419,817.6908569335938,650.7653198242188,860.6697387695312,731.1555786132812
